sid,cid,sidsrcname,sidextid,subssynonym,sidmdate,depdate,depcatg,annotation,smiles
363898074,6488,Chemical Carcinogenesis Research Information System (CCRIS),77-65-6,CARBROMAL,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCC(CC)(C(=O)NC(=O)N)Br
363898075,8630,Chemical Carcinogenesis Research Information System (CCRIS),133-90-4,Chloramben,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=C(C=C(C(=C1C(=O)O)Cl)N)Cl
363898076,2708,Chemical Carcinogenesis Research Information System (CCRIS),305-03-3,chlorambucil,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl
363898077,11954021,Chemical Carcinogenesis Research Information System (CCRIS),57-74-9,chlordane,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
363898078,299,Chemical Carcinogenesis Research Information System (CCRIS),143-50-0,chlordecone,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl
363898079,9324,Chemical Carcinogenesis Research Information System (CCRIS),302-22-7,chlormadinone acetate,20190211,20180514,Governmental Organizations|Legacy Depositors,,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)CC[C@]34C)Cl)C)OC(=O)C
363898080,8805,Chemical Carcinogenesis Research Information System (CCRIS),140-49-8,4'-(Chloroacetyl)acetanilide,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(=O)NC1=CC=C(C=C1)C(=O)CCl
363898081,7812,Chemical Carcinogenesis Research Information System (CCRIS),106-47-8,4-CHLOROANILINE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1N)Cl
363898082,10522,Chemical Carcinogenesis Research Information System (CCRIS),510-15-6,CHLOROBENZILATE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCOC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O
363898083,5694,Chemical Carcinogenesis Research Information System (CCRIS),50892-23-4,50892-23-4,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)O)Cl)C
363898084,68851,Chemical Carcinogenesis Research Information System (CCRIS),65089-17-0,65089-17-0,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)NCCO)Cl)C
363898085,13836,Chemical Carcinogenesis Research Information System (CCRIS),999-81-5,999-81-5,20210804,20180514,Governmental Organizations|Legacy Depositors,,C[N+](C)(C)CCCl.[Cl-]
363898086,11643,Chemical Carcinogenesis Research Information System (CCRIS),593-70-4,CHLOROFLUOROMETHANE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C(F)Cl
363898087,6212,Chemical Carcinogenesis Research Information System (CCRIS),67-66-3,CHLOROFORM,20210804,20180514,Governmental Organizations|Legacy Depositors,,C(Cl)(Cl)Cl
363898088,7864,Chemical Carcinogenesis Research Information System (CCRIS),107-30-2,CHLOROMETHYL METHYL ETHER,20210804,20180514,Governmental Organizations|Legacy Depositors,,COCCl
363898089,23392,Chemical Carcinogenesis Research Information System (CCRIS),6959-47-3,2-(CHLOROMETHYL)PYRIDINE HYDROCHLORIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=NC(=C1)CCl.Cl
363898090,23394,Chemical Carcinogenesis Research Information System (CCRIS),6959-48-4,3-(CHLOROMETHYL)PYRIDINE HYDROCHLORIDE,20190211,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CN=C1)CCl.Cl
363898091,6945,Chemical Carcinogenesis Research Information System (CCRIS),88-73-3,o-Chloronitrobenzene,20190211,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C(=C1)[N+](=O)[O-])Cl
363898092,7474,Chemical Carcinogenesis Research Information System (CCRIS),100-00-5,p-Chloronitrobenzene,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1[N+](=O)[O-])Cl
363898093,21209,Chemical Carcinogenesis Research Information System (CCRIS),5131-60-2,4-CHLORO-M-PHENYLENEDIAMINE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C=C1N)N)Cl
363898094,7263,Chemical Carcinogenesis Research Information System (CCRIS),95-83-0,4-Chloro-o-phenylenediamine,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C=C1Cl)N)N
363898095,22584,Chemical Carcinogenesis Research Information System (CCRIS),61702-44-1,2-Chloro-p-phenylenediamine sulfate,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C=C1N)Cl)N.OS(=O)(=O)O
363898096,6423,Chemical Carcinogenesis Research Information System (CCRIS),76-06-2,CHLOROPICRIN,20210804,20180514,Governmental Organizations|Legacy Depositors,,C([N+](=O)[O-])(Cl)(Cl)Cl
363898097,5284364,Chemical Carcinogenesis Research Information System (CCRIS),590-21-6,1-Chloropropene,20210804,20180514,Governmental Organizations|Legacy Depositors,,C/C=C/Cl
363898098,3036756,Chemical Carcinogenesis Research Information System (CCRIS),21947-75-1,cis-1-Chloropropene oxide,20210804,20180514,Governmental Organizations|Legacy Depositors,,C[C@H]1[C@H](O1)Cl
363898099,155623,Chemical Carcinogenesis Research Information System (CCRIS),21947-76-2,trans-1-Chloropropene oxide,20210804,20180514,Governmental Organizations|Legacy Depositors,,C[C@@H]1[C@H](O1)Cl
363898100,15910,Chemical Carcinogenesis Research Information System (CCRIS),1897-45-6,CHLOROTHALONIL,20210804,20180514,Governmental Organizations|Legacy Depositors,,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl
363898101,7260,Chemical Carcinogenesis Research Information System (CCRIS),95-79-4,5-CHLORO-O-TOLUIDINE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C(C=C(C=C1)Cl)N
363898102,7255,Chemical Carcinogenesis Research Information System (CCRIS),95-74-9,3-CHLORO-P-TOLUIDINE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C(C=C(C=C1)N)Cl
363898103,18487,Chemical Carcinogenesis Research Information System (CCRIS),3165-93-3,4-CHLORO-O-TOLUIDINE HYDROCHLORIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C(C=CC(=C1)Cl)N.Cl
363898104,6408,Chemical Carcinogenesis Research Information System (CCRIS),75-88-7,"2-Chloro-1,1,1-trifluoroethane",20210804,20180514,Governmental Organizations|Legacy Depositors,,C(C(F)(F)F)Cl
363898105,2727,Chemical Carcinogenesis Research Information System (CCRIS),94-20-2,chlorpropamide,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl
363898106,26264,Chemical Carcinogenesis Research Information System (CCRIS),13765-19-0,"Chromic acid, calcium salt",20210804,20180514,Governmental Organizations|Legacy Depositors,,[O-][Cr](=O)(=O)[O-].[Ca+2]
363898107,9269,Chemical Carcinogenesis Research Information System (CCRIS),294-93-9,12-Crown-4,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1COCCOCCOCCO1
363898108,32520,Chemical Carcinogenesis Research Information System (CCRIS),24613-89-6,Chromic chromate,20210804,20180514,Governmental Organizations|Legacy Depositors,,[O-][Cr](=O)(=O)[O-].[O-][Cr](=O)(=O)[O-].[O-][Cr](=O)(=O)[O-].[Cr+3].[Cr+3]
363898109,23976,Chemical Carcinogenesis Research Information System (CCRIS),7440-47-3,Chromium compounds,20210804,20180514,Governmental Organizations|Legacy Depositors,,[Cr]
363898110,14915,Chemical Carcinogenesis Research Information System (CCRIS),1333-82-0,"Chromium trioxide, sintered",20210804,20180514,Governmental Organizations|Legacy Depositors,,O=[Cr](=O)=O
363898111,9171,Chemical Carcinogenesis Research Information System (CCRIS),218-01-9,CHRYSENE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43
363898112,10771,Chemical Carcinogenesis Research Information System (CCRIS),532-82-1,Chrysoidine,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)N)N.Cl
363898113,19118,Chemical Carcinogenesis Research Information System (CCRIS),3567-69-9,C.I. Acid Red 14,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])N=NC3=C(C4=CC=CC=C4C(=C3)S(=O)(=O)[O-])O.[Na+].[Na+]
363898114,2724065,Chemical Carcinogenesis Research Information System (CCRIS),3761-53-3,C.I. Acid Red 26,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC(=C(C=C1)N=NC2=C3C=CC(=CC3=CC(=C2O)S(=O)(=O)[O-])S(=O)(=O)[O-])C.[Na+].[Na+]
363898115,5359662,Chemical Carcinogenesis Research Information System (CCRIS),1937-37-7,C.I. Direct Black 38,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)C5=CC=C(C=C5)N=NC6=C(C=C(C=C6)N)N)N)O.[Na+].[Na+]
363898116,9570116,Chemical Carcinogenesis Research Information System (CCRIS),2602-46-2,C.I. Direct Blue 6,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1C2=CC=C(C=C2)N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)[O-])S(=O)(=O)[O-])N)O)N=NC5=C(C6=C(C=C(C=C6C=C5S(=O)(=O)[O-])S(=O)(=O)[O-])N)O.[Na+].[Na+].[Na+].[Na+]
363898117,9566057,Chemical Carcinogenesis Research Information System (CCRIS),314-13-6,C.I. DIRECT BLUE 53,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)[O-])S(=O)(=O)[O-])O)C)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+].[Na+].[Na+]
363898118,9570322,Chemical Carcinogenesis Research Information System (CCRIS),16071-86-6,C.I. Direct Brown 95,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1C2=CC=C(C=C2)N=NC3=C(C=CC(=C3[O-])N=NC4=C(C=CC(=C4)S(=O)(=O)[O-])[O-])O)N=NC5=CC(=C(C=C5)O)C(=O)[O-].[Na+].[Na+].[Cu+2]
363898119,17811,Chemical Carcinogenesis Research Information System (CCRIS),2832-40-8,C.I. Disperse Yellow 3,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC(=C(C=C1)O)N=NC2=CC=C(C=C2)NC(=O)C
363898120,17730,Chemical Carcinogenesis Research Information System (CCRIS),2783-94-0,C.I. Food Yellow 3,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O-])O)S(=O)(=O)[O-].[Na+].[Na+]
363898121,5284369,Chemical Carcinogenesis Research Information System (CCRIS),87-29-6,CINNAMYL ANTHRANILATE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)/C=C/COC(=O)C2=CC=CC=C2N
363898122,21238,Chemical Carcinogenesis Research Information System (CCRIS),2/1/5160,"C.I. Pigment Red 53, barium salt",20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC(=C(C=C1Cl)S(=O)(=O)[O-])N=NC2=C(C=CC3=CC=CC=C32)O.CC1=CC(=C(C=C1Cl)S(=O)(=O)[O-])N=NC2=C(C=CC3=CC=CC=C32)O.[Ba+2]
363898123,2763,Chemical Carcinogenesis Research Information System (CCRIS),52214-84-3,Ciprofibrate,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl
363898124,13297,Chemical Carcinogenesis Research Information System (CCRIS),842-07-9,C.I. Solvent Yellow 14,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O
363898125,54680783,Chemical Carcinogenesis Research Information System (CCRIS),518-75-2,citrinin,20210804,20180514,Governmental Organizations|Legacy Depositors,,C[C@@H]1[C@H](OC=C2C1=C(C(=C(C2=O)C(=O)O)O)C)C
363898126,31412,Chemical Carcinogenesis Research Information System (CCRIS),128-66-5,C.I. Vat Yellow 4,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C3=C4C(=CC=C5C4=C(C=C3)C(=O)C6=CC=CC=C65)C2=O
363898127,2796,Chemical Carcinogenesis Research Information System (CCRIS),637-07-0,clofibrate,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl
363898128,14992,Chemical Carcinogenesis Research Information System (CCRIS),1420-04-8,CLONITRALIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O.C(CO)N
363898129,7355,Chemical Carcinogenesis Research Information System (CCRIS),97-90-5,Ethylene glycol dimethacrylate,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(=C)C(=O)OCCOC(=O)C(=C)C
363898130,2871,Chemical Carcinogenesis Research Information System (CCRIS),56-72-4,COUMAPHOS,20190211,20180514,Governmental Organizations|Legacy Depositors,,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C
363898131,323,Chemical Carcinogenesis Research Information System (CCRIS),91-64-5,coumarin,20190211,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC(=O)O2
363898132,7610,Chemical Carcinogenesis Research Information System (CCRIS),102-50-1,m-Cresidine,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C(C=CC(=C1)OC)N
363898133,8445,Chemical Carcinogenesis Research Information System (CCRIS),120-71-8,P-CRESIDINE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC(=C(C=C1)OC)N
363898134,135465076,Chemical Carcinogenesis Research Information System (CCRIS),135-20-6,CUPFERRON,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)/[N+](=N/[O-])/[O-].[NH4+]
363898135,5459896,Chemical Carcinogenesis Research Information System (CCRIS),14901-08-7,CYCASIN,20210804,20180514,Governmental Organizations|Legacy Depositors,,C/[N+](=N/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)/[O-]
363898136,8752,Chemical Carcinogenesis Research Information System (CCRIS),139-06-0,Cyclamate calcium,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CCC(CC1)NS(=O)(=O)[O-].C1CCC(CC1)NS(=O)(=O)[O-].[Ca+2]
363898137,23665706,Chemical Carcinogenesis Research Information System (CCRIS),139-05-9,139-05-9,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CCC(CC1)NS(=O)(=O)[O-].[Na+]
363898138,2907,Chemical Carcinogenesis Research Information System (CCRIS),50-18-0,cyclophosphamide,20190211,20180514,Governmental Organizations|Legacy Depositors,,C1CNP(=O)(OC1)N(CCCl)CCCl
363898139,23665583,Chemical Carcinogenesis Research Information System (CCRIS),21739-91-3,Cytembena,20210804,20180514,Governmental Organizations|Legacy Depositors,,COC1=CC=C(C=C1)C(=O)/C(=C\C(=O)[O-])/Br.[Na+]
363898140,135398738,Chemical Carcinogenesis Research Information System (CCRIS),3/4/4342,dacarbazine,20190211,20180514,Governmental Organizations|Legacy Depositors,,CN(C)/N=N/C1=C(NC=N1)C(=O)N
363898141,15331,Chemical Carcinogenesis Research Information System (CCRIS),1596-84-5,Daminozide,20210804,20180514,Governmental Organizations|Legacy Depositors,,CN(C)NC(=O)CCC(=O)O
363898142,2955,Chemical Carcinogenesis Research Information System (CCRIS),80-08-0,dapsone,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N
363898143,3035,Chemical Carcinogenesis Research Information System (CCRIS),72-55-9,"p,p'-DDE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl
363898144,3036,Chemical Carcinogenesis Research Information System (CCRIS),50-29-3,"p,p'-DDT",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl
363898145,3000603,Chemical Carcinogenesis Research Information System (CCRIS),789-61-7,789-61-7,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC(=NC3=S)N)CO)O
363898146,,Chemical Carcinogenesis Research Information System (CCRIS),9011-18-1,Dextran sulfate sodium,20180514,20180514,Governmental Organizations|Legacy Depositors,,CCOC(=O)C1=CC=C(C=C1)N
363898147,11942,Chemical Carcinogenesis Research Information System (CCRIS),613-35-4,"N,N-Diacetylbenzidine",20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(=O)NC1=CC=C(C=C1)C2=CC=C(C=C2)NC(=O)C
363898148,5284376,Chemical Carcinogenesis Research Information System (CCRIS),2303-16-4,DIALLATE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)N(C(C)C)C(=O)SC/C(=C/Cl)/Cl
363898149,21242,Chemical Carcinogenesis Research Information System (CCRIS),11/4/5164,"1,1-Diallylhydrazine",20210804,20180514,Governmental Organizations|Legacy Depositors,,C=CCN(CC=C)N
363898150,54680782,Chemical Carcinogenesis Research Information System (CCRIS),2058-46-0,OXYTETRACYCLINE HYDROCHLORIDE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl
363898151,38221,Chemical Carcinogenesis Research Information System (CCRIS),6219-67-6,"2,4-DIAMINOANISOLE SULFATE",20210804,20180514,Governmental Organizations|Legacy Depositors,,COC1=C(C=C(C=C1)N)N.OS(=O)(=O)O
363898152,7261,Chemical Carcinogenesis Research Information System (CCRIS),95-80-7,"2,4-Diaminotoluene",20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C(C=C(C=C1)N)N
363898153,186342,Chemical Carcinogenesis Research Information System (CCRIS),6358-85-6,C.I. Pigment Yellow 12,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(=O)C(C(=O)NC1=CC=CC=C1)N=NC2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC(C(=O)C)C(=O)NC4=CC=CC=C4)Cl)Cl
363898154,3017,Chemical Carcinogenesis Research Information System (CCRIS),333-41-5,diazinon,20190211,20180514,Governmental Organizations|Legacy Depositors,,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C
363898155,9550,Chemical Carcinogenesis Research Information System (CCRIS),334-88-3,DIAZOMETHANE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C=[N+]=[N-]
363898156,9183,Chemical Carcinogenesis Research Information System (CCRIS),226-36-8,"Dibenz[a,h]acridine",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC3=C2C=C4C=CC5=CC=CC=C5C4=N3
363898157,9177,Chemical Carcinogenesis Research Information System (CCRIS),224-42-0,"Dibenz[a,j]acridine",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC3=NC4=C(C=C32)C5=CC=CC=C5C=C4
363898158,5889,Chemical Carcinogenesis Research Information System (CCRIS),53-70-3,"Dibenz[a,h]anthracene",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC3=CC4=C(C=CC5=CC=CC=C54)C=C32
363898159,9134,Chemical Carcinogenesis Research Information System (CCRIS),194-59-2,194-59-2,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC3=C2C4=C(N3)C=CC5=CC=CC=C54
363898160,9119,Chemical Carcinogenesis Research Information System (CCRIS),191-30-0,"Dibenzo[def,p]chrysene",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=C3C=CC4=C5C3=C2C6=CC=CC=C6C5=CC=C4
363898161,9216,Chemical Carcinogenesis Research Information System (CCRIS),262-12-4,DIBENZO-P-DIOXIN,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)OC3=CC=CC=C3O2
363898162,9126,Chemical Carcinogenesis Research Information System (CCRIS),192-65-4,"Dibenzo[a,e]pyrene",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C3=C4C(=CC2=C1)C5=CC=CC=C5C6=CC=CC(=C64)C=C3
363898163,9108,Chemical Carcinogenesis Research Information System (CCRIS),189-64-0,"Dibenzo[a,h]pyrene",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC6=CC=CC=C56)C=C3
363898164,9106,Chemical Carcinogenesis Research Information System (CCRIS),189-55-9,"Dibenzo[a,i]pyrene",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=CC6=CC=CC=C6C(=C54)C=C3
363898165,7280,Chemical Carcinogenesis Research Information System (CCRIS),96-12-8,Dibromochloropropane,20210804,20180514,Governmental Organizations|Legacy Depositors,,C(C(CBr)Br)Cl
363898166,154903,Chemical Carcinogenesis Research Information System (CCRIS),34522-69-5,"5,7-Dibromoquinoline",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC2=C(C=C(C=C2Br)Br)N=C1
363898167,13542,Chemical Carcinogenesis Research Information System (CCRIS),924-16-3,"N,N-Dibutylnitrosamine",20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCN(CCCC)N=O
